Date;Rating;Content
June 2022;5.0;Amazing family vacation in sterling holiday, view from my room was amazing. Food is also very delicious and lots of varieties. Staff was very helpful, she handled pressure very well and guest handling was also very good. Overall excellent stay.
June 2022;5.0;Sterling mussoorie is one the best hotel in the services and the facilities as well, lots of activities for kids. Staff was very helpful specially mentioned Ms Himani she is doing a great job. Food is also very delicious and view from our room was mesmerizing. Thankyou Sterling for making our stay memorable.
June 2022;5.0;It was a amazing experience, lots of activities for kids my kids enjoyed alot...food was also very delicious and services are great and view from my room was also very great. Definition come here again in my next vacations.
June 2022;5.0;We really liked 2 day stay at this resort and we will recommend the same if anyone is planning to experience a good resort feeling at mountains. Our rooms were hill view and the breakfast and dinner food quality was good.
June 2022;5.0;I come sterling mussoorie with my friends and it was a fantastic experience. Service and staff was great and very helpful. View from our room was also very beautiful. Special thanks to Ms himani and Ms Mukesh they are doing great job. Thanks alot for giving us the best services.
June 2022;5.0;We stayed in their privilege suite. Amazing room, spacious and well.kept with a nice balcony. 1. Recreation room is quite spacious and has enough paid as well as complimentary activities. Infact they do many activities throughout the day aswell. So great job by the team there. 2. Restaurant has a great team. Always smiling but I request if they could get some extra hands especially during season if you could hire some contractual staff. 3. The only trouble the hotel has its way to reach the hotel. Extremely narrow roads to even reach the mall one has to pay anything between 600-1000 for a round trip. 4. No provision for alcohol in the hotel and only availability at mall so better to be planned in advance. Had an amazing time. Stayed in many sterling properties by far my
June 2022;5.0;It was a very pleasant experience staying at sterling mussorie. The food was very good, rooms were very clean and staff was also very cooperative. A must stay in mussorie . The location of hotel is also very good with a hill view and Dehradun view.
June 2022;5.0;The experience is always awesome. Room facilities, Food are really fantastic. Support staff specially Himani mam is extra ordinarily cooperative. Ambience is great. I am always thankful to Sterling for making our vacations always fun filled....... Ashu
June 2022;5.0;It was a great stay. Services are excellent and food is also very delicious and huge varieties apart from that view from my room was very beautiful specially in the morning. Staff is also very helpful and polite. Definitely come here again in next holidays.
June 2022;5.0;"Our stay at Sterling Mussorie was very comfortable and relaxing. The staff were really great - I would specifically like to mention Vivek Panwar (outdoor activities/ trekking) ; Hemanta (restaurant manager); Himani (front office); Ramkewal (gardener); Gajendra (security) and Nikhil &Sumit (Sales) for their friendly approach and helpful nature. Overall the hospitality was great and we look forward to returning . Thanks. Regards, Vishnu"
June 2022;5.0;It was a very great stay, services are excellent and food is also very delicious and huge varieties. Lots of activities for kids indoor and outdoor both. Staff is also very friendly specially front office staff Ms Himani, she is doing great job. Thanks alot for giving us best services.
June 2022;4.0;We had an amazing time in Massoorie as we staying in Sterling which was a great experience all together. We enjoyed the peace in Sterling Hotel and awesome mountain and valley views, they also have many outdoor and indoor activities available with them. Thanks!
June 2022;5.0;Came here with family, services are great and food is also very delicious and staff is also very helpful and polite. Lots of activities for kids. View from my room was also very beautiful specially in the night. Definitely come here again.
June 2022;5.0;I came here with my family, it was a great experience, facilities and services are excellent. Staff was also very helpful specially Ms. Himani she is very helpful and polite apart from that food was also very delicious and huge variety. Thanks for service us well.
June 2022;5.0;Mussoorie in itself is such a beautiful city. And staying at Sterling only added the pleasure of watching the glimmering city underneath and the picturesque mountains! Very welcoming and efficient staff. Thank you.
June 2022;5.0;Excellent services, food is also very delicious and restaurant staff Mr. Harikishan and pyare lala ji they are doing great job and from front office Ms Himani she is very supportive and helpful. Apart from that view from my room was also very beautiful.
June 2022;5.0;Come here with my family, view from my room was amazing, so many activities for kids.. food was also very delicious and apart from that staff is also very helpful specially Ms Himani and Mr mukesh from front office, they are doing great job. Thanks sterling for great service.
